timestamp,speed_input,speed_output,filesize_input,filesize_output
1407,280.9 rd,277.8 wr,"in(64.8, 194.3)",out(256.2)
1409,113.1 rd,106.3 wr,"in(64.8, 259.0)",out(304.3)
1410,110.0 rd,103.9 wr,"in(64.7, 257.7)",out(304.6)
1411,71.9 rd,67.6 wr,"in(50.2, 213.6)",out(248.0)
1412,81.7 rd,76.6 wr,"in(64.8, 259.0)",out(303.8)
1413,69.3 rd,64.9 wr,"in(64.8, 223.8)",out(270.3)
1414,68.9 rd,64.8 wr,"in(64.8, 259.0)",out(304.6)
1415,237.0 rd,236.1 wr,"in(0.0, 215.2)",out(214.4)
1419,162.2 rd,160.6 wr,"in(590.6, 557.5)",out(1136.4)
1425,308.8 rd,304.8 wr,"in(64.8, 64.8)",out(127.9)
1426,273.1 rd,270.2 wr,"in(64.8, 129.5)",out(192.2)
1428,274.3 rd,269.7 wr,"in(64.8, 129.5)",out(191.0)
1430,254.7 rd,251.4 wr,"in(64.8, 129.5)",out(191.7)
1431,273.8 rd,269.0 wr,"in(64.8, 129.5)",out(190.9)
1433,280.6 rd,275.8 wr,"in(64.8, 129.5)",out(191.0)
1434,286.4 rd,281.4 wr,"in(64.8, 129.5)",out(190.9)
1436,292.3 rd,288.1 wr,"in(64.8, 148.0)",out(209.7)
1438,136.6 rd,133.7 wr,"in(40.1, 129.5)",out(166.0)
1439,170.8 rd,169.6 wr,"in(0.0, 376.7)",out(374.2)
1440,95.8 rd,94.4 wr,"in(64.8, 192.8)",out(253.9)
1441,94.9 rd,93.4 wr,"in(64.8, 194.3)",out(255.0)
1442,91.3 rd,90.5 wr,"in(64.8, 192.4)",out(254.9)
1443,97.8 rd,96.6 wr,"in(64.8, 209.7)",out(271.0)
1444,106.8 rd,105.9 wr,"in(64.8, 256.2)",out(318.3)
1446,249.5 rd,247.6 wr,"in(642.4, 254.3)",out(889.8)
1450,246.9 rd,244.1 wr,"in(64.8, 76.7)",out(139.8)
1452,269.2 rd,266.3 wr,"in(64.8, 178.9)",out(241.0)
1454,291.5 rd,288.2 wr,"in(64.8, 194.1)",out(255.9)
1456,278.5 rd,275.2 wr,"in(64.8, 203.4)",out(265.1)
1457,292.2 rd,285.9 wr,"in(42.1, 137.5)",out(175.7)
1459,284.8 rd,281.2 wr,"in(38.9, 176.4)",out(212.6)
1461,163.9 rd,162.7 wr,"in(0.0, 430.5)",out(427.3)
1462,98.8 rd,97.4 wr,"in(64.8, 295.4)",out(355.0)
1463,86.2 rd,85.2 wr,"in(64.8, 305.8)",out(366.2)
1464,89.4 rd,88.6 wr,"in(64.8, 319.7)",out(381.1)
1465,93.5 rd,92.6 wr,"in(64.8, 385.3)",out(445.9)
1466,92.1 rd,91.2 wr,"in(64.8, 378.7)",out(439.0)
1471,249.1 rd,247.4 wr,"in(588.7, 225.9)",out(809.0)
1475,274.7 rd,271.2 wr,"in(64.8, 256.4)",out(317.2)
1477,251.3 rd,248.1 wr,"in(64.8, 252.4)",out(313.1)
1479,270.3 rd,266.1 wr,"in(75.5, 257.4)",out(327.7)
1481,257.8 rd,254.1 wr,"in(64.8, 259.0)",out(319.2)
1484,169.7 rd,168.5 wr,"in(0.0, 430.5)",out(427.3)
1485,101.2 rd,99.7 wr,"in(64.8, 285.8)",out(345.3)
1486,88.1 rd,87.4 wr,"in(28.0, 272.7)",out(298.2)
1487,89.1 rd,88.0 wr,"in(64.8, 309.5)",out(369.7)
1488,49.7 rd,45.4 wr,"in(39.1, 108.5)",out(134.8)
1489,77.4 rd,76.7 wr,"in(64.8, 445.9)",out(505.6)
1498,61.4 rd,57.2 wr,"in(64.8, 194.3)",out(241.0)
1499,61.4 rd,57.0 wr,"in(64.8, 194.3)",out(240.5)
1500,67.4 rd,66.8 wr,"in(57.7, 448.6)",out(502.0)
1501,64.1 rd,59.7 wr,"in(64.8, 205.7)",out(251.7)
1502,52.9 rd,49.0 wr,"in(64.8, 163.9)",out(212.0)
1506,52.9 rd,49.2 wr,"in(64.8, 173.5)",out(221.4)
1507,80.7 rd,73.7 wr,"in(64.8, 166.5)",out(211.2)
1508,51.5 rd,48.2 wr,"in(64.8, 206.9)",out(253.8)
1509,54.1 rd,50.2 wr,"in(64.8, 224.4)",out(268.0)
1511,50.1 rd,46.4 wr,"in(64.8, 218.9)",out(262.8)
1513,135.2 rd,124.4 wr,"in(64.8, 160.6)",out(207.3)
1514,141.0 rd,133.0 wr,"in(64.8, 232.5)",out(280.4)
1517,76.7 rd,71.3 wr,"in(64.8, 238.9)",out(282.1)
1518,72.2 rd,67.4 wr,"in(64.8, 257.8)",out(301.0)
1519,69.7 rd,65.2 wr,"in(64.8, 280.7)",out(323.6)
1520,59.6 rd,55.9 wr,"in(56.4, 245.6)",out(283.0)
1521,59.7 rd,55.7 wr,"in(64.8, 242.1)",out(286.6)
1522,54.1 rd,50.8 wr,"in(64.8, 259.0)",out(304.3)
1523,46.2 rd,43.0 wr,"in(64.8, 216.0)",out(261.2)
1524,59.8 rd,56.3 wr,"in(64.8, 287.7)",out(332.1)
1525,56.8 rd,53.2 wr,"in(64.8, 283.6)",out(326.1)
1526,51.5 rd,48.2 wr,"in(64.8, 259.0)",out(303.0)
1527,46.2 rd,43.4 wr,"in(68.7, 264.5)",out(312.6)
1528,70.1 rd,65.8 wr,"in(42.4, 194.3)",out(222.1)
1531,105.4 rd,105.0 wr,"in(0.0, 215.2)",out(214.4)
1532,80.6 rd,75.7 wr,"in(64.8, 289.2)",out(332.5)
1533,69.6 rd,65.7 wr,"in(45.3, 208.7)",out(239.6)
1535,91.6 rd,85.9 wr,"in(64.8, 301.3)",out(343.0)
1536,86.7 rd,81.4 wr,"in(64.8, 283.0)",out(326.9)
1537,89.8 rd,84.3 wr,"in(64.8, 301.0)",out(343.3)
1538,79.7 rd,75.4 wr,"in(64.8, 300.7)",out(345.6)
1539,57.8 rd,54.2 wr,"in(64.8, 294.9)",out(337.5)
1540,56.5 rd,53.0 wr,"in(64.8, 289.7)",out(332.4)
1542,88.0 rd,87.1 wr,"in(803.9, 259.1)",out(1051.7)
1560,294.2 rd,289.5 wr,"in(64.8, 95.9)",out(158.1)
1561,278.2 rd,274.8 wr,"in(64.8, 111.0)",out(173.5)
1563,305.1 rd,299.7 wr,"in(64.8, 129.5)",out(190.8)
1564,254.3 rd,250.4 wr,"in(27.6, 57.0)",out(83.4)
1566,295.0 rd,292.8 wr,"in(64.8, 136.6)",out(199.9)
1567,136.4 rd,134.0 wr,"in(64.8, 147.0)",out(208.0)
1569,216.7 rd,215.3 wr,"in(0.0, 376.7)",out(374.2)
1570,54.5 rd,54.0 wr,"in(46.8, 136.6)",out(181.6)
1571,63.4 rd,62.6 wr,"in(64.8, 156.9)",out(218.7)
1572,65.1 rd,64.1 wr,"in(64.8, 194.3)",out(254.9)
1573,64.8 rd,64.1 wr,"in(64.8, 194.3)",out(256.0)
1574,63.6 rd,62.9 wr,"in(64.7, 194.3)",out(256.0)
1575,79.6 rd,78.8 wr,"in(64.8, 259.1)",out(320.6)
1576,75.1 rd,74.3 wr,"in(64.8, 259.0)",out(320.0)
1583,214.9 rd,212.8 wr,"in(750.0, 264.8)",out(1005.2)
1587,24.5 rd,23.5 wr,"in(18.6, 64.8)",out(79.9)
1588,54.8 rd,50.9 wr,"in(64.8, 215.0)",out(259.7)
1589,58.7 rd,55.0 wr,"in(61.3, 244.1)",out(285.9)
1590,59.3 rd,55.0 wr,"in(64.8, 243.5)",out(286.2)
1591,65.6 rd,64.4 wr,"in(64.8, 122.0)",out(183.3)
1592,65.1 rd,61.3 wr,"in(64.8, 313.5)",out(356.5)
1593,93.7 rd,91.3 wr,"in(64.8, 129.5)",out(189.3)
1594,63.3 rd,59.8 wr,"in(64.8, 332.5)",out(375.2)
1595,53.5 rd,50.2 wr,"in(64.8, 285.1)",out(327.8)
1596,30.4 rd,28.4 wr,"in(38.0, 167.3)",out(191.9)
1597,55.6 rd,52.5 wr,"in(64.8, 311.4)",out(354.7)
1599,47.5 rd,44.5 wr,"in(64.8, 259.0)",out(303.1)
1601,52.6 rd,49.9 wr,"in(64.8, 322.0)",out(366.5)
1605,68.7 rd,67.9 wr,"in(9.2, 52.1)",out(60.5)
1606,180.6 rd,179.3 wr,"in(0.0, 430.5)",out(427.3)
1607,62.4 rd,61.6 wr,"in(64.8, 89.1)",out(152.0)
1608,63.0 rd,62.2 wr,"in(64.8, 129.5)",out(191.8)
1609,63.0 rd,62.4 wr,"in(64.8, 129.5)",out(192.4)
1610,74.9 rd,73.9 wr,"in(64.7, 194.3)",out(255.8)
1611,91.1 rd,90.3 wr,"in(73.3, 257.6)",out(328.0)
1612,82.6 rd,81.7 wr,"in(80.7, 256.0)",out(332.9)
1613,91.4 rd,90.4 wr,"in(64.7, 309.4)",out(370.1)
1614,88.6 rd,87.7 wr,"in(64.8, 298.9)",out(359.9)
1621,275.5 rd,273.8 wr,"in(534.9, 323.9)",out(853.3)
1624,308.4 rd,305.7 wr,"in(64.8, 152.5)",out(215.3)
1626,297.6 rd,292.6 wr,"in(64.8, 158.2)",out(219.2)
1628,274.9 rd,272.1 wr,"in(64.8, 208.0)",out(270.0)
1629,279.9 rd,275.9 wr,"in(64.8, 214.0)",out(274.8)
1631,252.8 rd,250.5 wr,"in(64.8, 245.2)",out(307.2)
1633,161.7 rd,160.5 wr,"in(0.0, 430.5)",out(427.3)
1635,99.8 rd,98.8 wr,"in(64.7, 254.1)",out(315.7)
1636,92.2 rd,91.1 wr,"in(64.7, 279.0)",out(339.6)
1637,101.3 rd,100.3 wr,"in(64.8, 320.3)",out(381.4)
1638,100.4 rd,99.3 wr,"in(64.8, 359.9)",out(420.0)
1639,113.0 rd,112.0 wr,"in(64.8, 434.8)",out(495.1)
1643,261.4 rd,259.7 wr,"in(588.7, 205.6)",out(789.0)
1647,249.7 rd,245.8 wr,"in(64.7, 203.4)",out(263.9)
1649,269.2 rd,265.1 wr,"in(55.5, 183.3)",out(235.2)
1651,268.8 rd,264.7 wr,"in(64.8, 255.8)",out(315.7)
1653,284.0 rd,280.1 wr,"in(64.8, 259.1)",out(319.4)
1655,294.5 rd,290.8 wr,"in(37.0, 175.9)",out(210.2)
1656,98.4 rd,97.3 wr,"in(48.8, 274.8)",out(320.0)
1658,157.9 rd,156.8 wr,"in(0.0, 430.5)",out(427.3)
1659,79.7 rd,72.2 wr,"in(64.8, 156.3)",out(200.2)
1660,62.8 rd,57.9 wr,"in(60.0, 194.3)",out(234.4)
1661,92.7 rd,91.9 wr,"in(64.8, 416.3)",out(476.7)
1662,78.0 rd,77.1 wr,"in(64.8, 380.5)",out(439.8)
1663,80.3 rd,79.4 wr,"in(64.8, 393.4)",out(453.3)
1664,60.4 rd,56.2 wr,"in(10.9, 45.6)",out(52.5)
1676,77.5 rd,76.8 wr,"in(64.8, 464.7)",out(524.6)
1677,62.6 rd,57.8 wr,"in(52.9, 207.1)",out(240.1)
1678,73.8 rd,68.8 wr,"in(64.8, 265.0)",out(307.4)
1679,86.7 rd,80.9 wr,"in(64.8, 278.2)",out(320.1)
1680,61.0 rd,55.6 wr,"in(64.8, 176.2)",out(219.7)
1681,44.6 rd,41.1 wr,"in(64.8, 214.6)",out(257.6)
1683,58.4 rd,54.6 wr,"in(64.8, 276.4)",out(318.9)
1684,42.2 rd,39.0 wr,"in(64.8, 247.8)",out(289.0)
1685,25.8 rd,23.3 wr,"in(64.8, 129.5)",out(175.3)
1686,47.8 rd,44.3 wr,"in(64.8, 259.0)",out(300.2)
1688,31.4 rd,29.1 wr,"in(64.8, 258.8)",out(300.2)
1689,85.7 rd,79.9 wr,"in(64.8, 292.5)",out(333.0)
1690,84.5 rd,79.5 wr,"in(64.7, 291.5)",out(335.0)
1693,29.9 rd,27.7 wr,"in(64.8, 259.0)",out(299.6)
1694,77.6 rd,77.0 wr,"in(642.5, 194.3)",out(830.4)
1695,29.5 rd,26.8 wr,"in(64.8, 194.3)",out(235.6)
1697,83.8 rd,83.4 wr,"in(0.0, 269.0)",out(267.8)
1698,42.0 rd,39.2 wr,"in(64.8, 286.6)",out(328.0)
1699,43.3 rd,40.2 wr,"in(64.8, 254.2)",out(296.0)
1700,41.0 rd,38.3 wr,"in(64.8, 282.9)",out(324.5)
1702,155.7 rd,153.9 wr,"in(64.8, 129.5)",out(192.1)
1703,97.9 rd,92.3 wr,"in(64.7, 304.3)",out(347.8)
1705,39.4 rd,36.3 wr,"in(64.8, 222.7)",out(265.1)
1707,48.9 rd,45.7 wr,"in(64.8, 289.5)",out(330.9)
1708,71.0 rd,66.7 wr,"in(64.8, 301.7)",out(344.4)
1709,39.6 rd,36.9 wr,"in(64.8, 289.0)",out(329.9)
1711,64.3 rd,60.1 wr,"in(64.8, 293.2)",out(335.1)
1715,286.9 rd,283.9 wr,"in(64.8, 154.4)",out(216.8)
1716,291.8 rd,287.0 wr,"in(64.8, 161.0)",out(222.0)
1718,300.7 rd,297.5 wr,"in(64.8, 194.3)",out(256.3)
1720,63.3 rd,62.5 wr,"in(40.3, 129.5)",out(167.6)
1721,140.3 rd,139.3 wr,"in(0.0, 376.7)",out(374.2)
1722,94.9 rd,94.0 wr,"in(42.0, 274.1)",out(313.3)
1723,87.5 rd,86.8 wr,"in(64.8, 235.2)",out(297.4)
1724,100.7 rd,99.5 wr,"in(64.8, 280.5)",out(340.9)
1725,85.0 rd,83.9 wr,"in(64.8, 241.8)",out(302.7)
1726,101.1 rd,100.0 wr,"in(64.8, 310.2)",out(371.2)
1734,269.4 rd,266.9 wr,"in(749.5, 229.9)",out(970.7)
1739,282.6 rd,279.3 wr,"in(64.8, 129.5)",out(192.0)
1740,288.1 rd,284.2 wr,"in(64.8, 156.1)",out(217.9)
1742,291.2 rd,287.2 wr,"in(64.8, 194.3)",out(255.5)
1744,290.2 rd,285.3 wr,"in(64.8, 202.9)",out(263.1)
1745,263.1 rd,258.7 wr,"in(64.7, 211.1)",out(271.2)
1747,104.7 rd,103.3 wr,"in(57.1, 215.0)",out(268.5)
1749,63.0 rd,61.9 wr,"in(33.5, 129.5)",out(160.4)
1750,114.8 rd,113.9 wr,"in(0.0, 430.5)",out(427.3)
1751,58.8 rd,58.1 wr,"in(38.1, 183.7)",out(219.1)
1752,78.0 rd,76.8 wr,"in(64.8, 282.5)",out(342.0)
1753,79.3 rd,78.4 wr,"in(64.7, 309.6)",out(370.2)
1754,79.2 rd,78.4 wr,"in(64.8, 321.1)",out(381.9)
1755,81.9 rd,81.1 wr,"in(64.8, 344.6)",out(405.3)
1756,86.1 rd,85.0 wr,"in(64.7, 367.4)",out(427.0)
1760,244.6 rd,243.3 wr,"in(534.9, 194.3)",out(725.2)
1763,83.8 rd,76.0 wr,"in(64.8, 174.3)",out(216.6)
1764,91.0 rd,84.1 wr,"in(64.8, 259.0)",out(299.2)
1765,87.0 rd,80.3 wr,"in(64.8, 259.0)",out(298.8)
1766,87.9 rd,86.6 wr,"in(64.8, 209.2)",out(269.7)
1767,40.1 rd,36.7 wr,"in(61.2, 201.6)",out(240.3)
1768,63.1 rd,62.7 wr,"in(14.2, 129.5)",out(142.7)
1769,47.9 rd,44.3 wr,"in(64.8, 259.0)",out(299.0)
1770,43.1 rd,39.6 wr,"in(64.8, 234.2)",out(274.6)
1771,31.6 rd,28.8 wr,"in(53.3, 180.5)",out(213.3)
1772,30.5 rd,28.3 wr,"in(46.3, 182.8)",out(212.5)
1773,85.9 rd,85.0 wr,"in(64.8, 327.9)",out(388.4)
1775,88.9 rd,87.9 wr,"in(64.8, 269.7)",out(330.9)
1777,34.2 rd,31.4 wr,"in(64.8, 242.6)",out(282.4)
1778,30.5 rd,28.0 wr,"in(64.8, 239.4)",out(279.2)
1780,115.8 rd,115.0 wr,"in(0.0, 376.6)",out(374.2)
1781,88.1 rd,87.5 wr,"in(12.9, 137.2)",out(149.2)
1783,83.6 rd,82.9 wr,"in(64.8, 500.1)",out(559.8)
1784,28.8 rd,26.5 wr,"in(64.8, 259.0)",out(298.7)
1787,101.7 rd,100.2 wr,"in(64.8, 222.0)",out(282.6)
1788,98.2 rd,96.8 wr,"in(64.8, 220.4)",out(281.0)
1792,99.2 rd,98.3 wr,"in(64.8, 438.6)",out(498.8)
1795,259.3 rd,257.2 wr,"in(589.4, 244.7)",out(827.5)
1799,268.5 rd,264.7 wr,"in(64.7, 194.3)",out(255.4)
1800,86.2 rd,84.8 wr,"in(25.9, 89.6)",out(113.6)
1802,130.8 rd,129.2 wr,"in(64.8, 200.6)",out(262.2)
1803,98.6 rd,97.2 wr,"in(64.7, 218.8)",out(279.7)
1804,94.9 rd,93.6 wr,"in(64.7, 251.1)",out(311.4)
1805,107.0 rd,106.1 wr,"in(42.1, 342.9)",out(381.7)
1806,149.7 rd,148.9 wr,"in(0.0, 322.8)",out(321.0)
1807,98.0 rd,97.0 wr,"in(64.8, 495.1)",out(554.3)
1816,98.6 rd,97.7 wr,"in(64.8, 498.8)",out(558.1)
1818,78.4 rd,77.4 wr,"in(64.8, 350.6)",out(410.4)
1820,98.3 rd,97.4 wr,"in(64.8, 512.5)",out(571.7)
1825,77.2 rd,71.1 wr,"in(64.8, 259.0)",out(298.1)
1826,70.2 rd,65.0 wr,"in(64.8, 255.8)",out(296.6)
1827,67.7 rd,62.5 wr,"in(64.8, 265.1)",out(304.6)
1828,42.1 rd,38.8 wr,"in(64.8, 245.7)",out(286.0)
1829,43.0 rd,39.6 wr,"in(64.8, 259.0)",out(297.9)
1831,41.4 rd,37.7 wr,"in(54.7, 174.8)",out(209.0)
1832,37.3 rd,34.5 wr,"in(64.8, 263.3)",out(303.6)
1833,29.7 rd,27.4 wr,"in(64.8, 259.0)",out(298.8)
1834,54.3 rd,50.1 wr,"in(64.8, 267.7)",out(306.6)
1835,27.5 rd,25.3 wr,"in(64.8, 240.1)",out(280.2)
1838,42.2 rd,38.9 wr,"in(64.8, 259.0)",out(298.4)
1839,79.4 rd,73.4 wr,"in(64.8, 269.7)",out(309.4)
1841,88.2 rd,87.5 wr,"in(536.2, 241.5)",out(771.8)
1842,50.5 rd,47.1 wr,"in(64.7, 272.4)",out(314.1)
1844,26.0 rd,24.0 wr,"in(64.8, 259.0)",out(298.8)
1846,176.0 rd,175.2 wr,"in(0.0, 269.0)",out(267.8)
1847,156.1 rd,144.9 wr,"in(64.8, 281.4)",out(321.4)
1849,25.5 rd,23.6 wr,"in(64.8, 275.9)",out(315.5)
1850,62.7 rd,58.1 wr,"in(64.8, 278.6)",out(318.1)
1852,59.0 rd,54.8 wr,"in(64.8, 279.6)",out(319.4)
1853,45.8 rd,42.6 wr,"in(64.8, 276.8)",out(317.3)
1855,64.1 rd,59.6 wr,"in(64.8, 282.1)",out(322.7)
1856,76.7 rd,71.4 wr,"in(64.8, 295.8)",out(335.4)
1857,72.8 rd,67.6 wr,"in(64.8, 303.0)",out(341.6)
1862,245.2 rd,242.2 wr,"in(64.8, 138.9)",out(201.1)
1864,272.2 rd,269.3 wr,"in(64.8, 181.2)",out(243.4)
1866,78.7 rd,77.9 wr,"in(15.3, 55.7)",out(70.3)
1867,88.5 rd,87.4 wr,"in(58.6, 194.2)",out(249.5)
1868,148.4 rd,147.4 wr,"in(0.0, 376.7)",out(374.2)
1869,83.9 rd,82.7 wr,"in(64.8, 230.5)",out(291.2)
1870,90.9 rd,90.2 wr,"in(50.3, 275.3)",out(323.1)
1871,91.6 rd,90.5 wr,"in(64.7, 272.2)",out(332.9)
1872,93.9 rd,92.7 wr,"in(64.8, 299.0)",out(359.3)
1873,98.3 rd,97.5 wr,"in(64.8, 323.8)",out(385.4)
1880,249.8 rd,247.5 wr,"in(749.5, 259.1)",out(999.3)
1885,102.6 rd,100.6 wr,"in(64.8, 181.9)",out(241.9)
1886,122.8 rd,121.2 wr,"in(64.7, 194.3)",out(255.6)
1887,49.2 rd,45.4 wr,"in(49.1, 202.6)",out(232.2)
1888,52.3 rd,48.5 wr,"in(64.7, 286.9)",out(326.1)
1889,49.9 rd,46.2 wr,"in(64.8, 273.1)",out(312.6)
1890,44.5 rd,41.5 wr,"in(64.8, 324.4)",out(363.7)
1891,81.3 rd,80.6 wr,"in(64.8, 113.8)",out(177.2)
1892,43.1 rd,40.2 wr,"in(64.8, 323.8)",out(362.4)
1893,69.3 rd,68.5 wr,"in(64.8, 235.8)",out(297.1)
1894,88.5 rd,87.1 wr,"in(64.8, 242.5)",out(302.7)
1895,117.5 rd,116.8 wr,"in(3.9, 70.3)",out(73.8)
1896,31.8 rd,29.6 wr,"in(51.1, 261.4)",out(291.3)
1898,38.3 rd,35.6 wr,"in(64.8, 314.1)",out(352.6)
1901,37.9 rd,35.2 wr,"in(64.8, 323.8)",out(361.6)
1903,86.6 rd,85.4 wr,"in(64.8, 245.6)",out(306.3)
1905,30.9 rd,28.4 wr,"in(64.8, 259.0)",out(297.4)
1906,36.6 rd,34.2 wr,"in(64.8, 319.0)",out(358.0)
1908,153.9 rd,152.6 wr,"in(0.0, 538.1)",out(533.3)
1909,29.8 rd,27.8 wr,"in(64.8, 323.8)",out(361.6)
1910,74.4 rd,73.8 wr,"in(64.8, 250.9)",out(313.1)
1911,66.8 rd,66.0 wr,"in(64.8, 134.1)",out(196.5)
1912,83.3 rd,82.0 wr,"in(64.7, 292.4)",out(351.7)
1917,81.1 rd,80.2 wr,"in(64.7, 259.1)",out(320.3)
1919,79.6 rd,78.9 wr,"in(64.8, 194.3)",out(256.5)
1921,98.0 rd,97.0 wr,"in(64.8, 271.8)",out(333.0)
1925,288.9 rd,286.9 wr,"in(694.7, 218.2)",out(906.8)
1928,308.8 rd,305.3 wr,"in(64.8, 153.7)",out(216.0)
1930,321.1 rd,317.2 wr,"in(64.8, 191.4)",out(253.1)
1932,69.3 rd,68.1 wr,"in(64.8, 194.3)",out(254.5)
1933,158.3 rd,157.4 wr,"in(0.0, 322.8)",out(321.0)
1934,81.2 rd,80.2 wr,"in(64.8, 242.0)",out(303.2)
1935,75.8 rd,75.0 wr,"in(58.2, 251.3)",out(306.4)
1936,68.8 rd,67.9 wr,"in(64.8, 237.9)",out(298.6)
1937,73.5 rd,72.7 wr,"in(64.8, 259.1)",out(320.1)
1939,78.2 rd,77.4 wr,"in(60.3, 324.3)",out(381.1)
1943,82.0 rd,81.1 wr,"in(64.8, 348.6)",out(409.1)
1950,133.3 rd,131.8 wr,"in(64.8, 380.2)",out(439.9)
1955,39.2 rd,36.6 wr,"in(22.3, 104.6)",out(118.3)
1957,44.9 rd,40.9 wr,"in(48.9, 170.7)",out(199.8)
1958,33.1 rd,30.7 wr,"in(27.8, 129.5)",out(146.0)
1959,41.6 rd,38.3 wr,"in(47.0, 189.7)",out(217.5)
1960,41.7 rd,38.3 wr,"in(64.8, 259.0)",out(297.1)
1961,41.1 rd,37.6 wr,"in(64.8, 259.0)",out(296.8)
1962,37.3 rd,34.2 wr,"in(64.8, 251.7)",out(290.7)
1964,41.3 rd,38.1 wr,"in(64.8, 278.6)",out(316.4)
1965,123.8 rd,122.9 wr,"in(536.2, 270.1)",out(800.1)
1966,34.2 rd,31.5 wr,"in(64.8, 268.3)",out(306.1)
1968,39.6 rd,36.5 wr,"in(70.9, 310.4)",out(351.7)
1970,31.1 rd,28.6 wr,"in(64.8, 262.8)",out(301.6)
1972,132.7 rd,131.3 wr,"in(64.8, 159.2)",out(221.8)
1974,181.6 rd,178.4 wr,"in(56.1, 234.6)",out(285.4)
1975,85.3 rd,79.3 wr,"in(64.8, 312.8)",out(350.9)
1976,37.4 rd,34.2 wr,"in(64.8, 234.9)",out(273.4)
1978,49.5 rd,45.9 wr,"in(64.8, 304.6)",out(342.3)
1979,44.3 rd,41.0 wr,"in(64.8, 295.5)",out(333.6)
1981,45.1 rd,41.9 wr,"in(64.8, 306.6)",out(345.3)
1982,46.2 rd,43.2 wr,"in(39.6, 196.5)",out(220.6)
1984,61.2 rd,56.7 wr,"in(64.8, 290.7)",out(329.7)
1985,132.7 rd,131.7 wr,"in(0.0, 430.5)",out(427.3)
1989,94.3 rd,93.2 wr,"in(64.8, 244.2)",out(305.5)
1990,80.4 rd,79.4 wr,"in(64.8, 222.1)",out(283.6)
1991,39.5 rd,36.7 wr,"in(64.8, 316.7)",out(353.8)
1992,74.7 rd,73.8 wr,"in(72.2, 206.6)",out(275.3)
1993,109.2 rd,108.3 wr,"in(64.8, 420.7)",out(481.5)
1996,119.6 rd,118.4 wr,"in(64.8, 388.5)",out(448.6)
2005,280.6 rd,278.5 wr,"in(588.7, 347.9)",out(929.5)
2009,266.8 rd,264.4 wr,"in(10.8, 7.8)",out(18.4)
2010,274.4 rd,270.2 wr,"in(64.8, 129.5)",out(191.3)
2012,290.2 rd,286.6 wr,"in(64.8, 180.8)",out(242.6)
2014,94.3 rd,93.0 wr,"in(64.7, 192.6)",out(253.6)
2015,71.2 rd,70.0 wr,"in(64.8, 194.3)",out(254.9)
2016,159.1 rd,158.1 wr,"in(0.0, 322.8)",out(321.0)
2017,81.2 rd,79.8 wr,"in(64.8, 280.8)",out(339.6)
2018,86.8 rd,85.9 wr,"in(64.8, 305.5)",out(366.3)
2019,83.2 rd,82.2 wr,"in(64.8, 323.0)",out(383.4)
2020,77.1 rd,76.2 wr,"in(64.8, 303.3)",out(364.1)
2024,79.4 rd,78.7 wr,"in(64.8, 369.6)",out(430.3)
2026,96.4 rd,95.0 wr,"in(64.8, 253.6)",out(313.7)
2035,59.0 rd,54.7 wr,"in(39.7, 169.3)",out(193.7)
2037,42.4 rd,37.8 wr,"in(64.8, 169.2)",out(208.6)
2038,64.1 rd,58.3 wr,"in(64.8, 214.4)",out(253.7)
2039,35.1 rd,31.5 wr,"in(64.8, 194.3)",out(233.0)
2040,35.3 rd,32.0 wr,"in(64.8, 223.1)",out(260.9)
2041,113.6 rd,112.8 wr,"in(482.4, 271.0)",out(748.2)
2042,40.5 rd,37.5 wr,"in(64.8, 303.6)",out(340.9)
2044,122.5 rd,120.8 wr,"in(64.8, 167.5)",out(229.1)
2045,28.4 rd,26.0 wr,"in(64.8, 259.0)",out(296.9)
2046,26.6 rd,24.2 wr,"in(64.8, 234.4)",out(272.0)
2048,103.1 rd,96.0 wr,"in(64.8, 329.8)",out(367.3)
2049,30.6 rd,28.2 wr,"in(64.8, 296.0)",out(332.5)
2051,25.0 rd,23.1 wr,"in(52.9, 259.0)",out(288.4)
2054,93.4 rd,92.1 wr,"in(27.9, 106.1)",out(132.1)
2055,83.9 rd,82.8 wr,"in(64.8, 218.8)",out(279.7)
2057,27.5 rd,25.5 wr,"in(30.7, 153.5)",out(171.1)
2058,29.3 rd,27.1 wr,"in(64.8, 323.8)",out(359.8)
2059,117.3 rd,116.2 wr,"in(52.9, 323.1)",out(372.5)
2061,112.0 rd,110.9 wr,"in(64.7, 351.3)",out(411.8)
2063,85.1 rd,83.9 wr,"in(64.7, 129.5)",out(191.6)
2064,68.5 rd,68.1 wr,"in(20.0, 189.1)",out(207.6)
2065,24.3 rd,22.5 wr,"in(52.4, 259.0)",out(288.1)
2068,105.9 rd,105.1 wr,"in(0.0, 430.5)",out(427.3)
2069,93.1 rd,92.0 wr,"in(64.8, 340.3)",out(400.4)
2070,113.4 rd,111.7 wr,"in(64.7, 266.2)",out(326.0)
2071,29.5 rd,27.3 wr,"in(64.8, 323.8)",out(359.8)
2076,132.6 rd,131.6 wr,"in(64.7, 447.7)",out(508.7)
2077,32.5 rd,30.3 wr,"in(64.8, 327.8)",out(365.6)
2081,154.6 rd,153.4 wr,"in(642.5, 194.2)",out(830.4)
2085,56.5 rd,51.1 wr,"in(64.8, 222.2)",out(259.6)
2086,84.3 rd,83.1 wr,"in(64.7, 194.3)",out(255.4)
2087,59.0 rd,54.5 wr,"in(64.8, 299.9)",out(337.1)
