microseconds_start,duration,job_id,RdMBPS,WtMBPS,Input File Size (Input Level),Input File Size (Output Level),Output File Size (MB),output_level
1083191932,12635287,2402,31.8,29.3,51.1,259.0,285.3,3
1078042984,7730989,2403,95.8,94.9,697.4,259.1,947.1,3
1086345304,16185647,2404,35.7,33.1,65.7,364.1,398.9,3
1089872954,19704038,2405,73.5,72.8,31.6,134.1,163.9,3
1087290936,16753683,2406,79.6,77.8,64.8,129.5,189.9,3
1089537948,17042204,2408,27.2,25.4,33.9,217.5,235.6,3
1077772446,4295388,2410,82.4,81.3,64.8,194.3,255.3,3
1084025149,9707171,2411,67.5,66.7,64.8,263.7,324.6,3
1090139784,12347439,2415,64.3,63.6,37.4,126.1,161.8,3
1080232499,1983559,2416,27.8,26.0,61.5,368.1,401.6,0
1083239103,2559550,2423,78.4,77.7,64.8,125.2,188.1,2
1084050782,3294390,2424,28.4,26.5,64.8,388.5,423.1,2
1085849458,5100087,2425,39.2,38.6,64.8,117.1,178.9,2
1083227033,2362301,2426,92.8,92.4,0.0,269.0,267.8,2
1086204751,2666834,2428,23.7,22.0,64.8,361.6,395.4,2
1089546424,6286610,2429,26.6,24.7,64.8,367.8,401.3,2
1088916499,4860624,2433,63.0,62.3,64.8,312.8,373.7,2
1086616395,2540284,2435,62.0,61.5,64.7,134.2,197.4,2
1089862997,5749024,2436,66.3,65.7,36.2,117.0,151.6,2
1088927054,3038435,2438,65.5,64.9,64.8,294.3,355.9,0
1089822117,3366531,2440,24.1,22.4,64.8,388.5,421.6,2
1089844629,2420821,2445,41.0,38.4,64.8,417.9,452.1,2
1092826524,2988041,2454,110.9,102.2,32.3,152.9,170.8,3
1092419686,2557004,2456,99.9,91.1,49.4,194.3,222.1,3
1091635424,1751569,2457,106.1,96.0,64.8,237.5,273.5,3
1093210979,3321895,2458,121.0,111.2,64.8,318.4,352.3,3
1101585643,8332986,2463,79.4,73.4,64.8,343.8,377.5,1
1101356762,8102153,2464,67.1,62.4,64.8,388.5,421.5,3
1098720762,5393035,2465,188.0,187.3,0.0,215.2,214.4,3
1100437210,7080298,2466,51.2,47.2,64.8,331.0,364.8,3
1101689595,8450996,2467,57.9,54.0,64.8,395.4,428.6,3
1101576044,8328758,2468,142.0,140.4,805.1,323.8,1115.5,3
1100597625,1200425,2473,56.2,52.2,64.8,388.5,420.9,0
1102605167,673888,2486,243.0,239.0,64.8,91.4,153.6,2
1103466015,827926,2487,246.1,243.6,64.8,129.5,192.4,2
1104263586,767173,2489,265.6,262.1,64.8,129.5,191.8,2
1105141592,847369,2490,240.4,236.7,64.8,129.5,191.3,2
1106030130,858376,2492,241.2,238.9,64.8,132.7,195.6,2
1109363449,3418522,2494,175.1,174.2,0.0,269.0,267.8,2
1110329389,3804492,2495,88.0,86.9,38.8,151.6,188.1,2
1110401511,4449167,2496,70.3,69.6,64.8,164.4,226.8,2
1108440584,2269832,2497,69.7,68.9,64.8,188.1,250.0,2
1110409712,4457386,2498,76.8,76.0,64.8,259.1,320.4,2
1107563075,1611302,2499,69.8,68.8,64.7,231.4,292.0,0
1110392934,4423256,2500,89.9,88.9,64.8,316.8,377.3,2
1110401926,4449447,2501,75.2,74.3,64.7,255.1,315.8,2
1114853749,4327072,2520,29.1,27.4,37.0,83.1,113.3,3
1117885801,7445488,2521,39.5,36.7,29.5,163.9,179.3,3
1121631081,11073088,2522,70.6,69.0,64.8,323.8,379.6,3
1116752097,5772238,2523,47.1,42.8,64.8,269.5,303.8,3
1122335217,11843810,2524,53.8,49.8,64.8,361.1,394.2,3
1115758990,5128162,2525,72.2,70.9,24.1,129.5,150.8,3
1119091825,8295690,2526,55.0,51.2,64.8,388.2,421.1,3
1125447102,14986868,2527,127.7,127.3,0.0,215.2,214.4,3
1119254321,8629408,2528,31.0,28.3,58.6,268.8,298.8,3
1123733087,11423274,2531,34.4,31.6,64.8,323.8,357.3,1
1125460727,13135240,2532,30.7,28.2,48.2,253.5,277.6,3
1122612457,10307437,2533,91.5,90.6,697.4,299.4,986.8,3
1123868523,8994152,2536,31.4,29.2,38.4,230.8,250.1,3
1130055478,14257827,2537,31.1,29.0,64.8,380.1,414.9,3
1119203612,2230347,2539,31.1,28.5,64.8,324.3,357.3,3
1130147822,12243572,2541,43.7,42.8,35.1,87.9,120.3,3
1120968722,1766839,2542,48.1,47.6,27.4,129.5,155.4,0
1128571749,4608930,2553,44.2,43.5,64.8,129.5,191.1,2
1128751007,4609280,2554,44.2,43.5,64.8,129.5,191.1,2
1126710376,2949056,2555,174.1,173.3,0.0,269.0,267.8,2
1129540972,5563687,2556,49.5,48.9,64.8,197.8,259.6,2
1130044531,6247863,2557,61.5,61.2,64.8,126.5,190.2,2
1130044620,6247742,2558,52.8,52.2,64.8,250.0,311.3,2
1130055428,6283393,2559,53.6,53.1,64.7,254.5,316.2,2
1128421949,3423131,2560,55.5,54.8,64.8,267.6,328.6,2
1130044343,3261948,2563,34.5,32.3,64.8,404.4,438.7,2
1128751244,1620073,2564,37.1,34.4,64.8,368.6,401.2,0
1130834423,743798,2577,168.6,161.7,22.0,97.6,114.7,3
1132326991,2265135,2578,153.8,141.9,38.9,193.1,214.1,3
1131694731,1581963,2579,163.3,149.1,64.8,288.1,322.0,3
1139887281,7423237,2583,198.8,198.1,0.0,215.2,214.4,1
1144831192,10054127,2586,165.0,163.3,697.4,470.9,1155.8,3
1143117404,8600825,2587,66.9,62.4,66.0,414.2,447.6,3
1145635217,10314721,2588,43.0,42.6,64.7,64.7,128.1,3
1145693017,11146333,2589,43.0,42.2,64.8,64.8,127.1,3
1143070593,7523807,2590,51.7,47.8,64.8,359.2,391.7,3
1138666208,1134971,2593,45.9,44.9,64.8,129.5,190.3,0
1143108832,3156790,2596,46.0,45.5,64.8,129.5,192.0,2
1143089826,3156770,2597,43.6,40.2,64.8,353.1,385.9,2
1144460315,4429596,2598,43.5,40.2,64.8,362.8,395.1,2
1144460377,4440250,2599,47.4,46.9,64.8,194.3,256.8,2
1145662471,5739225,2600,45.8,45.1,64.8,186.2,247.0,2
1145662097,5736774,2601,42.6,39.5,64.8,388.5,420.2,2
1145745425,5840460,2602,50.6,49.8,64.8,217.2,277.6,2
1146556083,3428964,2605,56.2,55.4,64.8,119.2,181.3,2
1146564730,3386300,2606,56.5,55.9,27.1,155.4,180.6,2
1146678861,2202405,2612,77.3,76.4,64.8,97.6,160.6,2
1149739536,5246605,2613,113.6,112.4,64.7,226.6,288.4,2
1147537784,2690274,2615,116.1,115.1,64.8,259.6,321.4,2
1148580400,2928449,2617,90.8,89.7,64.8,389.3,448.9,2
1149747919,1779921,2628,190.2,189.1,0.0,322.9,321.0,0
1150534382,2572544,2629,113.6,112.5,64.8,213.9,276.0,2
1150885887,2914049,2630,112.0,111.0,64.7,246.5,308.6,2
1154968712,4364686,2637,62.2,58.9,64.8,194.3,245.3,3
1159575913,9009382,2638,41.4,38.7,35.0,194.3,214.3,3
1162021060,11436377,2639,40.9,37.4,49.6,247.3,272.1,3
1163700504,13104582,2640,106.1,105.2,643.1,222.0,858.1,3
1163700586,13104598,2641,37.3,33.7,61.1,259.0,289.5,3
1156580580,5802917,2642,82.0,80.7,64.8,129.6,191.2,3
1163655780,12686651,2643,32.9,29.9,64.8,294.1,326.5,3
1162797707,12232154,2644,88.6,88.2,0.0,269.0,267.7,3
1162021154,11435747,2645,41.1,38.2,64.8,384.0,416.1,3
1162778356,12193583,2646,51.9,49.1,64.8,293.8,338.9,3
1159464046,8550510,2648,31.4,29.2,51.8,313.6,340.1,1
1158796275,7619446,2649,32.6,30.1,56.7,323.8,351.5,3
1162753308,7243487,2653,33.4,30.9,60.8,343.6,373.4,3
1166201506,9604523,2654,31.4,28.8,68.0,324.9,359.6,3
1162021122,3182717,2657,31.4,28.8,64.8,328.0,360.4,0
1162011524,2485432,2658,65.2,64.4,64.8,191.1,253.0,2
1163716528,4117034,2659,107.9,107.2,64.8,129.5,193.1,2
1165439126,3396585,2662,98.2,96.8,64.8,253.3,313.5,2
1165447352,3392782,2663,106.1,105.1,64.8,277.6,339.1,2
1165447245,3383653,2664,100.1,99.2,64.8,259.0,320.9,2
1165539779,3499845,2665,115.5,114.3,64.8,320.6,381.5,2
1164772722,1888300,2666,50.2,46.5,64.8,395.1,426.4,2
1174666250,8038080,2674,28.1,26.1,11.2,64.8,70.6,1
1172891986,3968713,2677,81.6,79.9,64.8,244.2,302.3,3
1181259546,12765444,2678,55.6,51.1,47.5,240.1,264.1,3
1174509518,5423701,2679,31.8,29.4,27.5,155.9,169.3,3
1183270930,14438661,2680,51.6,48.2,38.6,259.0,277.9,3
1184061245,15566013,2681,87.3,87.0,0.0,215.2,214.4,3
1174570880,6047379,2682,122.8,121.7,536.8,404.7,933.1,3
1171320845,2836313,2683,56.6,55.7,34.9,115.9,148.4,3
1184277988,15685717,2684,68.4,67.4,64.7,160.6,222.1,3
1179433925,10783462,2685,60.1,59.2,64.8,156.9,218.6,3
1183297064,14586720,2686,69.9,69.0,64.8,193.2,254.7,3
1174595570,6046926,2687,74.6,74.0,64.8,232.6,295.2,3
1174595797,2585816,2690,45.1,41.9,64.8,398.9,430.7,0
1178638484,3867992,2695,83.9,83.2,64.8,358.2,419.6,2
1178499489,3455549,2696,109.8,108.6,64.8,211.4,273.4,2
1178648509,3867749,2697,32.1,29.5,64.8,326.5,358.6,2
1177979642,2793514,2698,30.8,28.4,64.8,359.0,391.5,2
1178972215,4182712,2699,75.1,74.3,64.8,194.3,256.0,2
1180640290,5285735,2700,35.3,33.0,64.8,425.8,458.9,2
1181236030,2638693,2705,114.7,114.1,0.0,269.0,267.8,2
1183296841,3615362,2710,28.6,26.5,64.8,360.5,392.9,2
1183366684,2460529,2715,101.7,100.4,64.8,206.8,268.0,0
1184070105,2799915,2717,30.3,28.1,64.8,388.5,419.8,2
1184296901,2938096,2719,103.9,102.7,64.8,226.3,287.8,2
1184725447,3444791,2720,126.1,124.6,64.8,349.5,409.4,2
1192218910,7255623,2727,73.5,71.8,64.8,163.8,223.5,1
1190698048,3262468,2730,129.2,128.0,643.6,250.4,886.0,3
1200096413,12910779,2731,111.0,110.6,0.0,215.2,214.4,3
1200095664,12910017,2732,174.0,172.4,64.8,11.8,75.9,3
1200093452,12907558,2733,155.9,155.8,64.8,64.8,129.4,3
1200093607,12907664,2734,84.1,83.0,64.8,99.7,162.4,3
1200093541,12907571,2735,76.1,75.3,64.8,275.2,336.6,3
1200093808,12907454,2736,86.8,85.9,64.8,348.1,408.6,3
1199741590,12511302,2737,38.0,35.2,64.8,388.5,419.6,3
1200095403,12908967,2738,126.0,125.4,0.0,269.0,267.8,3
1199831822,12594631,2739,40.8,38.0,64.8,425.8,456.5,3
1192232153,2032252,2742,90.0,89.1,64.8,384.6,445.0,0
1192707006,461626,2744,35.9,31.6,64.8,377.2,388.5,2
1193203174,871292,2745,36.6,31.6,64.8,385.3,388.5,2
1194631998,2051551,2746,36.4,26.3,64.8,383.2,323.8,2
1197455251,4685293,2748,2314.6,0.0,64.8,355.2,0.0,2
1198215408,4987289,2749,36.8,26.3,64.8,388.5,323.8,2
1199902815,5237837,2751,2559.1,0.0,64.8,403.0,0.0,2
1199780955,2238973,2755,38.0,26.3,64.8,402.9,323.8,0
1200188977,447173,2760,35.4,26.3,64.8,371.2,323.8,2
1200304775,401494,2765,34.9,26.3,64.8,365.1,323.8,3
1200093708,190249,2766,255.7,151.9,17.6,91.5,64.8,3
1200094924,191645,2767,1279.0,172.7,64.8,414.9,64.8,3
1200304672,393242,2768,1066.6,169.1,64.8,343.6,64.8,3
